ORDERNUMBER,QUANTITYORDERED,PRICE_EACH (After Discount),CUSTOMER_TYPE,GROSS_SALES_VALUE,Date_Of_Sale (mm-dd-yyyy),STATUS,QTR_ID_of_Order,MONTH_ID_Of_Order,YEAR_Of_Order,CUSTOMERNAME,PHONE,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,Customer_Company_Size
10178,88,100,9,8846,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Medium
10178,74,80.84,5,6019,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Small
10178,67,73.64,6,4968,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Small
10178,61,72.12,11,4432,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Small
10178,70,72.33,3,5096,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Small
10178,74,96.86,8,7212,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Medium
10178,62,87.75,1,5481,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Small
10178,85,76.25,2,6516,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Medium
10178,85,51.15,7,4371,11-08-2003,Shipped,4,11,2003,Alpha Cognac,61.77.6555,Toulouse,31000,France,Roulet,Annette,Small
10180,69,86.13,9,5983,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,82,100,12,8246,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Medium
10180,81,100,11,8146,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Large
10180,80,100,8,8046,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Medium
10180,65,64.2,13,4203,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,61,50.36,3,3095,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,84,100,2,8446,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Medium
10180,88,100,10,8846,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Medium
10180,68,68.55,14,4693,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,75,72.03,6,5435,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,68,71.14,1,4870,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,74,45.46,4,3385,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,62,100,7,6246,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10180,61,93.56,5,5750,11-11-2003,Shipped,4,11,2003,Daedalus Designs Imports,20.16.1555,Lille,59000,France,Rance,Martine,Small
10181,67,100,14,6746,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,68,100,12,6846,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10181,60,81.4,15,4921,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10181,76,100,11,7646,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,84,100,6,8446,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,82,100,2,8246,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,62,73.92,10,4617,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10181,61,100,5,6146,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,67,100,3,6746,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,85,100,7,8546,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,70,82.82,17,5835,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10181,62,100,16,6246,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,79,100,4,7946,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,74,53.83,1,4008,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10181,77,42.67,8,3305,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10181,63,65.52,13,4158,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10181,65,100,9,6546,11-12-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10182,65,87.33,3,5717,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,72,54.45,2,3945,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,84,100,10,8446,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Large
10182,78,61.15,9,4798,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,60,100,7,6046,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,61,100,4,6146,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10182,73,86.31,1,6340,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,76,100,11,7646,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10182,84,69.84,12,5899,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10182,87,74.22,16,6491,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10182,79,36.84,6,2927,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,71,36.74,5,2625,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,76,73.6,14,5627,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,60,100,13,6046,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10182,73,94.17,15,6918,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10182,89,100,17,8946,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10182,63,42.26,8,2682,11-12-2003,Shipped,4,11,2003,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10183,63,100,8,6346,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10183,68,100,1,6846,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10183,81,100,5,8146,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10183,61,96.84,7,5952,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Small
10183,77,89.15,9,6906,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10183,79,68.08,11,5410,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Small
10183,62,100,10,6246,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Small
10183,61,100,2,6146,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Small
10183,80,49.3,6,3967,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Small
10183,87,100,12,8746,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10183,89,64.64,4,5783,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10183,63,86.99,3,5520,11-13-2003,Shipped,4,11,2003,"Classic Gift Ideas, Inc",2155554695,Philadelphia,71270,USA,Cervantes,Francisca,Small
10184,77,100,6,7746,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10184,86,100,5,8646,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Large
10184,86,100,9,8646,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10184,84,60.16,12,5081,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Small
10184,68,100,10,6846,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10184,71,60.11,3,4295,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Small
10184,64,100,11,6446,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10184,82,31.82,7,2624,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Small
10184,89,100,2,8946,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10184,86,100,13,8646,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10184,73,62.77,8,4611,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Small
10184,88,50.95,1,4507,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Small
10184,85,100,4,8546,11-14-2003,Shipped,4,11,2003,"Iberia Gift Imports, Corp.",(95) 555 82 82,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10185,61,100,13,6146,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,73,100,14,7346,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,83,100,12,8346,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Large
10185,68,100,9,6846,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,89,80.67,11,7217,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,79,100,16,7946,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,87,77.24,8,6755,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,70,100,7,7046,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,73,74.35,2,5462,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Small
10185,60,48.62,15,2940,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Small
10185,61,54,3,3319,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Small
10185,70,94.4,10,6651,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Small
10185,79,57.82,1,4594,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Small
10185,77,100,4,7746,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Medium
10185,62,79.45,5,4962,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Small
10185,68,64.43,6,4411,11-14-2003,Shipped,4,11,2003,Mini Creations Ltd.,5085559555,New Bedford,50553,USA,Tam,Wing C,Small
10186,66,100,9,6646,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Medium
10186,72,100,1,7246,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Medium
10186,72,89.46,7,6482,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Small
10186,86,100,6,8646,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Medium
10186,62,69.2,2,4322,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Small
10186,61,69.04,3,4243,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Small
10186,76,85.54,8,6540,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Medium
10186,64,99.57,5,6418,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Small
10186,68,52.14,4,3569,11-14-2003,Shipped,4,11,2003,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,WA1 1DP,UK,Hardy,Thomas,Small
10188,88,100,1,8846,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10188,78,96.34,4,7559,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10188,85,100,3,8546,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Large
10188,72,65.42,5,4740,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10188,65,100,2,6546,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Small
10188,80,91.4,6,7354,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10188,84,98.89,7,8352,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10188,69,100,8,6946,11-18-2003,Shipped,4,11,2003,Herkku Gifts,+47 2267 3215,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10189,68,100,1,6846,11-18-2003,Shipped,4,11,2003,Toys4GrownUps.com,6265557265,Pasadena,90003,USA,Young,Julie,Medium
10190,82,76.19,3,6283,11-19-2003,Shipped,4,11,2003,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Medium
10190,86,32.99,1,2852,11-19-2003,Shipped,4,11,2003,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Small
10190,82,85.72,4,7068,11-19-2003,Shipped,4,11,2003,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Medium
10190,80,66.72,2,5368,11-19-2003,Shipped,4,11,2003,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Small
10191,61,100,3,6146,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10191,80,100,1,8046,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10191,70,64.64,4,4555,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Small
10191,76,94.88,6,7255,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10191,63,100,5,6346,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10191,83,72.74,9,6071,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10191,72,100,8,7246,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10191,88,60.01,2,5308,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Small
10191,84,66.29,7,5599,11-20-2003,Shipped,4,11,2003,"Toms Spezialitten, Ltd",0221-5554327,Koln,50739,Germany,Pfalzheim,Henriette,Small
10192,67,100,16,6746,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,62,100,11,6246,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,69,100,7,6946,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,85,90.86,15,7765,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,87,100,10,8746,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Large
10192,78,100,8,7846,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,66,100,12,6646,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,85,100,9,8546,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,77,69.82,4,5408,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Small
10192,87,53.83,6,4708,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Small
10192,86,83.6,2,7228,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,63,100,1,6346,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,70,30.59,13,2155,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Small
10192,72,72.77,3,5273,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Small
10192,86,100,5,8646,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10192,85,100,14,8546,11-20-2003,Shipped,4,11,2003,Online Diecast Creations Co.,6035558647,Nashua,62005,USA,Young,Valarie,Medium
10193,68,100,7,6846,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Medium
10193,86,53.37,6,4614,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,61,100,14,6146,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Medium
10193,82,59.33,13,4892,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,84,100,11,8446,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Medium
10193,62,100,8,6246,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Medium
10193,68,93.21,1,6381,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,64,51.84,3,3342,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,63,100,2,6346,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,72,79.37,5,5751,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,64,97.55,15,6288,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,65,76.26,16,4992,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,66,29.21,10,1941,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,60,50.62,9,3060,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,62,41.03,12,2563,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10193,60,100,4,6046,11-21-2003,Shipped,4,11,2003,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,3150,Australia,Connery,Sean,Small
10194,82,100,11,8246,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Large
10194,66,100,4,6646,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Medium
10194,78,100,8,7846,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Medium
10194,61,93.34,10,5737,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Small
10194,85,70.49,2,6024,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Medium
10194,72,100,5,7246,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Medium
10194,81,44.78,9,3648,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Small
10194,89,100,1,8946,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Medium
10194,77,97.27,3,7535,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Medium
10194,79,54.94,7,4366,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Small
10194,66,89.01,6,5916,11-25-2003,Shipped,4,11,2003,"Saveley & Henriot, Co.",78.32.5555,Lyon,69004,France,Saveley,Mary,Small
10195,89,100,6,8946,11-25-2003,Shipped,4,11,2003,Mini Classics,9145554562,White Plains,24067,USA,Frick,Steve,Medium
10195,67,100,5,6746,11-25-2003,Shipped,4,11,2003,Mini Classics,9145554562,White Plains,24067,USA,Frick,Steve,Medium
10195,75,100,9,7546,11-25-2003,Shipped,4,11,2003,Mini Classics,9145554562,White Plains,24067,USA,Frick,Steve,Medium
10195,90,100,10,9046,11-25-2003,Shipped,4,11,2003,Mini Classics,9145554562,White Plains,24067,USA,Frick,Steve,Large
10195,84,66.47,3,5614,11-25-2003,Shipped,4,11,2003,Mini Classics,9145554562,White Plains,24067,USA,Frick,Steve,Small
